Id,Sales
1,5210.0
2,8612.5
3,10195.0
4,6931.0
5,7424.0
6,6130.0
7,8761.0
8,8790.0
9,6222.0
10,6468.0
11,7587.0
12,8985.5
13,7667.0
14,8917.0
15,6682.0
16,5344.0
17,6382.5
18,10644.5
19,12533.5
20,11176.0
21,8472.5
22,6288.0
23,6431.0
24,5100.5
25,9199.0
26,11420.5
27,9848.5
28,6870.0
29,5969.0
30,5327.0
31,5836.5
32,11695.0
33,8216.0
34,5923.0
35,6339.0
36,8251.0
37,4501.0
38,8021.5
39,4833.0
40,7246.0
41,8396.5
42,6058.0
43,8134.0
44,7186.0
45,5245.0
46,7700.5
47,7708.0
48,11706.0
49,6623.5
50,9363.0
51,7362.0
52,10573.0
53,7428.0
54,10882.5
55,5518.0
56,5342.0
57,7137.0
58,6323.0
59,9946.0
60,8493.5
61,6508.0
62,8375.0
63,7184.0
64,10824.5
65,4477.5
66,14750.0
67,5639.0
68,6720.0
69,9424.0
70,6218.0
71,7113.5
72,7351.0
73,8352.5
74,5731.0
75,5871.0
76,8465.0
77,8332.0
78,8473.0
79,5368.5
80,7784.0
81,11671.5
82,7153.0
83,5013.0
84,7711.0
85,6434.0
86,7640.0
87,7705.0
88,4607.5
89,8725.5
90,6826.0
91,8129.0
92,7186.5
93,5103.5
94,7177.0
95,6086.0
96,8363.0
97,10480.5
98,5653.5
99,5982.0
100,7002.5
101,6521.0
102,6495.0
103,9412.5
104,7663.5
105,8403.5
106,6439.5
107,5269.5
108,7402.5
109,8573.5
110,9839.0
111,8889.0
112,8959.0
113,6686.0
114,9343.0
115,7066.5
116,9117.5
117,9742.5
118,7655.0
119,11281.5
120,8594.5
121,9039.0
122,6597.5
123,8015.0
124,8853.5
125,7546.0
126,4749.0
127,6239.5
128,8942.5
129,8128.0
130,5827.5
131,9915.0
132,7389.0
133,6235.0
134,6428.0
135,6203.5
136,8376.0
137,7960.0
138,7968.0
139,5921.5
140,5453.5
141,7469.0
142,4405.5
143,7367.0
144,5766.5
145,9964.5
146,8205.5
147,7246.0
148,8879.5
149,6834.5
150,5240.5
151,12146.5
152,8066.0
153,9043.5
154,8563.5
155,5860.0
156,6673.0
157,6157.5
158,8486.5
159,13137.0
160,6508.5
161,3771.5
162,5507.0
163,9507.5
164,10225.0
165,7485.0
166,8101.5
167,5136.0
168,6114.5
169,3676.0
170,5816.0
171,6473.0
172,7384.5
173,8471.5
174,7035.0
175,8668.0
176,9824.0
177,8117.0
178,5609.5
179,10631.5
180,12821.0
181,7235.0
182,8769.0
183,5842.0
184,7344.0
185,4857.0
186,8590.0
187,6242.5
188,9780.0
189,7937.0
190,9716.5
191,8860.0
192,5810.0
193,9947.5
194,20582.5
195,12318.0
196,6940.5
197,3359.5
198,6989.0
199,11111.5
200,6299.0
201,12220.0
202,20346.0
203,3814.5
204,6156.5
205,9358.0
206,5906.0
207,10990.0
208,7698.5
209,8205.5
210,3721.0
211,8506.0
212,7593.5
213,8039.0
214,10332.0
215,6899.5
216,6305.0
217,7714.5
218,6338.5
219,5461.0
220,8654.0
221,6511.5
222,7011.5
223,8446.0
224,7065.5
225,6070.5
226,8307.0
227,8218.0
228,9307.0
229,6500.5
230,7753.0
231,6205.0
232,4168.0
233,7191.0
234,8027.0
235,6107.5
236,5133.5
237,10912.0
238,8363.0
239,10284.0
240,7633.0
241,6484.5
242,6075.5
243,4870.0
244,11276.0
245,5796.0
246,8574.0
247,16463.0
248,7838.0
249,7822.5
250,5442.5
251,5256.0
252,8350.0
253,4676.0
254,7220.0
255,11249.0
256,6115.0
257,17734.5
258,16360.0
259,5292.5
260,8447.0
261,5788.5
262,7428.0
263,6335.5
264,12349.0
265,8413.5
266,10124.0
267,5360.5
268,7778.5
269,5098.5
270,9573.5
271,7873.0
272,6909.5
273,7130.0
274,5809.0
275,9425.0
276,10161.0
277,6005.5
278,11437.0
279,7276.0
280,10445.5
281,5607.0
282,6201.5
283,6021.0
284,11638.0
285,7373.5
286,8743.5
287,7934.0
288,9936.0
289,4882.5
290,8790.0
291,6926.0
292,4498.0
293,16774.0
294,18701.0
295,8563.5
296,9426.5
297,11146.0
298,11826.5
299,11903.0
300,6862.5
301,8672.0
302,6574.5
303,9415.5
304,4621.5
305,6583.0
306,6312.0
307,6292.0
308,8668.5
309,5710.0
310,5547.0
311,6885.0
312,4329.5
313,5363.5
314,6384.0
315,7766.0
316,10282.5
317,9473.0
318,8153.5
319,6641.5
320,6864.0
321,12280.0
322,9047.0
323,6522.0
324,4906.0
325,9319.0
326,4922.0
327,7504.0
328,3792.0
329,6269.0
330,9211.0
331,6880.5
332,6017.5
333,9320.5
334,10577.5
335,12632.0
336,6611.0
337,10432.0
338,3814.5
339,6063.0
340,7071.5
341,5002.0
342,8892.5
343,6099.0
344,5599.0
345,9870.5
346,13011.0
347,9492.5
348,6005.0
349,6269.0
350,8639.5
351,7647.0
352,7197.0
353,5502.0
354,7953.0
355,11223.0
356,5292.5
357,7252.5
358,8736.0
359,9617.0
360,14641.5
361,6507.0
362,14673.5
363,7944.5
364,5699.0
365,4353.5
366,7165.0
367,7159.0
368,6022.5
369,7844.0
370,5245.5
371,5024.0
372,7824.0
373,4141.0
374,8528.5
375,7571.0
376,8749.0
377,9376.0
378,6094.5
379,10350.0
380,7122.5
381,5673.0
382,5634.0
383,6204.0
384,12108.0
385,7004.0
386,5647.5
387,9007.0
388,9443.5
389,7905.5
390,7365.0
391,9503.5
392,5966.0
393,5737.0
394,6645.0
395,9697.5
396,7103.0
397,7126.0
398,6641.0
399,5744.0
400,4380.0
401,5881.0
402,8945.0
403,9191.5
404,11610.0
405,12581.0
406,8718.0
407,4790.0
408,5269.0
409,11776.5
410,11189.0
411,9019.0
412,9679.5
413,9900.5
414,6372.5
415,4604.0
416,11931.0
417,6547.0
418,7431.5
419,7238.5
420,3729.0
421,12833.0
422,6241.0
423,5920.0
424,5203.0
425,6493.0
426,7237.0
427,9891.5
428,6996.0
429,4886.0
430,5945.0
431,5169.5
432,3735.0
433,8051.5
434,19751.5
435,5906.0
436,6027.5
437,7729.5
438,5741.0
439,6186.0
440,5161.5
441,5429.5
442,8244.0
443,7794.5
444,4872.5
445,9956.0
446,6896.0
447,5610.0
448,9293.0
449,9334.5
450,10743.0
451,6792.0
452,8284.5
453,5325.0
454,6539.0
455,16187.5
456,10442.5
457,6867.0
458,6068.0
459,5307.0
460,6494.0
461,5371.5
462,10729.0
463,5688.0
464,6491.5
465,7793.0
466,5416.5
467,7328.0
468,8330.0
469,8973.5
470,8034.5
471,4973.5
472,6268.0
473,7743.0
474,10922.0
475,9853.0
476,7525.0
477,5368.5
478,8255.0
479,6984.5
480,4950.0
481,8264.5
482,8030.0
483,7437.0
484,6752.0
485,7182.0
486,8540.5
487,6081.0
488,7465.0
489,7470.0
490,7186.0
491,9907.0
492,6712.0
493,5862.0
494,12840.0
495,7009.5
496,4144.0
497,9107.0
498,9722.0
499,12416.5
500,5719.5
501,6614.0
502,6956.5
503,8498.0
504,6806.5
505,9319.0
506,3695.0
507,7155.0
508,7157.0
509,6795.5
510,5719.5
511,7723.0
512,10310.0
513,5459.0
514,9786.0
515,7941.5
516,9825.0
517,4882.0
518,7631.5
519,6786.5
520,8168.0
521,9520.0
522,5397.5
523,8012.0
524,9015.5
525,8246.0
526,5142.0
527,4308.0
528,8519.5
529,8367.5
530,9314.0
531,8331.5
532,6536.0
533,9359.0
534,8119.0
535,8322.0
536,8743.0
537,6896.5
538,8928.0
539,12037.5
540,9155.5
541,5450.0
542,6804.5
543,5138.0
544,0.0
545,9542.5
546,6195.5
547,9732.5
548,5173.0
549,8168.0
550,7420.5
551,12092.0
552,4970.5
553,6433.5
554,6729.0
555,9066.0
556,5682.0
557,7985.0
558,8161.0
559,10780.0
560,7799.5
561,7418.5
562,6245.0
563,5485.5
564,5601.5
565,12034.0
566,10832.0
567,6272.0
568,15680.0
569,7479.0
570,5902.0
571,7172.5
572,9448.5
573,10951.0
574,7975.0
575,8545.0
576,8923.0
577,8108.0
578,7055.0
579,6622.5
580,6528.5
581,5656.0
582,4813.0
583,6469.5
584,10084.5
585,17549.5
586,7195.0
587,5773.5
588,8549.5
589,4346.0
590,6782.0
591,4316.0
592,9646.0
593,6810.5
594,7151.0
595,14590.0
596,11448.0
597,7687.0
598,7560.0
599,3906.5
600,6477.5
601,6119.0
602,9469.5
603,5557.0
604,4507.0
605,7083.5
606,6038.5
607,9188.0
608,7403.5
609,3479.0
610,7920.5
611,8683.0
612,8969.5
